DISTRICT,DN_00,DN_01,DN_02,DN_03,DN_04,DN_05,DN_06,DN_07,DN_08,DN_09,DN_10,DN_11,DN_12,DN_13,DN_14,DN_15,DN_16,DN_17,DN_18,DN_19,DN_20,DN_21,DN_22,DN_23,DN_24,DN_25,DN_26,DN_27,DN_28,DN_29,DN_30,DN_31,DN_32,DN_33,DN_34,DN_35,DN_36,DN_37,DN_38,DN_39,DN_40,DN_41,DN_42,DN_43,DN_44,DN_45,DN_46,DN_47,DN_48,DN_49,DN_50,DN_51,DN_52,DN_53,DN_54,DN_55,DN_56,DN_57,DN_58,DN_59,DN_60,DN_61,DN_62,DN_63,mean,sum,Water,Evergreen Needleleaf forest,Evergreen Broadleaf forest,Deciduous Needleleaf forest,Deciduous Broadleaf forest,Mixed forest,Closed shrublands,Open shrublands,Woody savannas,Savannas,Grasslands,Permanent wetlands,Croplands,Urban and built-up,Cropland/Natural vegetation mosaic,Snow and ice,Barren or sparsely vegetated
Malkangiri,5499.891028,0,0,0,49.59416825,138.6031793,60.64880315,14.28792624,13.87113221,4.673932146,7.404497,6.469143877,5.110272468,3.995196684,4.759181622,3.995669443,3.324038646,1.614362442,1.614288762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3250.845908,2003051260,57.1,0,2.402968059,0,110,237,1.349966834,1.415094594,3270,108,2.129146047,66.4,286,0.660753794,1680,0,2.323400645
Mamit,2982.726974,0,0,0,27.29649124,20.75688082,3.52059854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702.9269528,234093960.3,0,0,2490,0,2.189471606,8.467014716,0,0,501,0.410164487,0,0,0,0.655554962,32.8,0,0
Mandi,1940.518268,0,0,0,289.5322058,535.6842047,379.7772992,239.3302572,145.0359024,92.84972361,84.06994479,44.61275676,34.09807809,23.66666586,17.28007177,11.26127571,7.622599109,13.45309774,5.656848372,9.40268622,10.86432301,11.55291762,8.547553081,2.980362929,6.961606934,5.044362624,3.3811438,5.661955105,3.672229712,5.893500379,2.916353788,2.988609097,2.141250697,2.217580489,0.354197289,0.985996022,0.095364977,0.740806916,0.146501709,0,0.687946813,0.766001461,0.038916772,0,0,0,0.683065737,0,0.008008906,0,1.440614173,0,0,0,0.254850165,0.09525266,0,0,0,0,0,0,0,0,32168.83869,14989114288,0,117,1.491680869,1.680693901,0.220705065,1780,29.6,2.42786294,938,4.899030003,211,3.504109195,613,1.441801036,248,0,0
Mandla,6629.48107,0,0,0,199.7926256,312.2160245,132.9096795,86.72915629,36.42015616,28.05407775,25.10138839,20.28209428,18.57891501,9.671351909,4.551627261,5.635457022,2.977064174,5.543544771,0.82683835,1.654217168,1.488750363,0.744420243,0.82683835,0.744154515,3.978599555,0,0.918981738,0,3.234423439,1.571328299,0,0.827033467,0.918764941,0,0.826888447,0.827033467,0,0.826888447,2.398254788,1.571268714,0,0.826986074,0,0,0,0.744244734,0.744244734,1.488574934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7633.53711,6270822133,54,0.229311973,1.559188916,0,532,746,21.8,9.804594891,4960,2.689464486,5.912036529,6.456235638,837,10,354,0,6.316266005
Mandsaur,2913.125473,0,0,0,159.3690293,1190.888876,679.896417,333.6696751,164.256934,60.26146756,31.98164994,17.25274001,11.68892978,5.650883873,11.24205939,3.025227353,2.045486334,0.736438509,0.322123158,2.942564027,3.026962978,3.926581802,3.707281598,2.372463457,1.636012006,0.736438509,2.208801445,0.736110879,1.472786402,0.077429418,0.734272374,3.199340165,1.0032964,1.636062465,0.781658747,1.64504477,2.422256413,0.736110879,0,1.472690672,0.908838037,0.830693218,0.736252102,1.636115722,0.90906832,0,0,1.636012124,0.817954233,2.454176449,0.818161488,0.818108301,0,0.736297471,0.818057891,0,0.736206732,1.472458834,0,1.472594941,0.736206732,0.736252102,0.736252102,0,28615.90016,17778055754,99.1,0.462328959,0,0,0.461352448,3.874600028,8.185969082,78.9,145,0,141,3.001116267,4870,42.6,247,0,1.530998127
Mandya,48.29508512,0,0,0,54.71014761,629.91164,946.2465106,738.08419,697.3800753,542.1490355,351.1712864,204.3038585,119.1665695,90.70199424,70.29131202,62.52101183,50.35626238,39.58283309,26.757308,25.26890686,25.67170264,22.43296892,20.24358208,16.38149013,10.58470029,10.11857722,11.61474448,12.58978586,10.98670175,8.18836571,11.53639682,8.788370476,6.734555598,6.811799585,1.572635962,4.504110722,4.201168843,1.746251271,1.659068578,5.065513575,3.438355283,2.445364494,3.998090672,3.23151721,2.445946901,5.589572599,1.755360624,0.873208828,2.533479041,1.843501797,0,1.732058307,3.318914889,2.436612613,2.444599568,0.873263672,2.445188941,3.964647052,0,0.636175515,1.770437057,0.970292969,0,0,88272.91902,45021827889,20.6,0,0.223169245,0,0.65016397,8.156508814,2.529366022,0.407353074,71.6,8.18593394,39.7,16.5,2000,18.5,2760,0,0.253322911
Mansa,0,0,0,0,0,5.289410202,36.73755214,109.4387718,217.1924865,346.4694302,366.4911014,293.7924737,221.7194484,154.6479826,93.68835154,72.83223677,42.41266166,36.95692546,30.2960142,16.50640216,19.85225657,11.52750771,14.81860783,11.82466277,9.717597842,9.173052539,5.750785993,7.466331732,4.429797822,9.814337403,2.178563086,3.032855778,5.210221451,5.996535113,6.528934925,2.098774397,2.175662074,1.476440891,3.817237854,1.553734824,0.69903806,2.17615599,1.399048813,1.476689432,2.254361361,2.176109517,1.640053477,3.031377177,2.098031256,0.699093879,0.863220479,0.699669914,0.863717471,2.175880649,1.476560714,1.476568345,0.699149698,0,1.476048129,0.776898431,0,0,0,0,105428.9063,26983837709,0,0,0,0,0,0,0,0.423238551,0,0,0,0,2200,14.6,0,0,0
Marigaon,1060.555628,0,0,0,122.4568024,181.7979905,71.82941611,29.15656237,13.42324135,10.05659901,10.39391417,10.95959567,6.123256206,4.503984284,5.38913373,3.861176854,4.923979351,4.506542777,0.724331953,1.528987272,2.97750956,0.724282937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17293.56509,2993919769,44,0,17.7,0,0,27.9,1.256913479,37.6,98.5,3.118046935,59.2,29.7,971,2.600419919,231,0,21.9
Mathura,681.4910488,0,0,0,20.26017273,482.4694193,463.0771561,385.8341873,262.9318422,176.3894853,98.99568963,91.5609096,64.02807507,57.19336233,56.57090922,40.45164678,47.80160065,28.67119717,29.29931291,25.95777054,13.58983254,17.25940132,12.23957584,19.35992147,13.3501118,14.43422772,12.64508788,11.90199027,8.440056595,5.621299871,2.942711873,7.314739527,6.13052862,7.313726426,5.327293921,8.516507508,8.275139099,5.165732884,6.121486563,7.642627689,6.931748981,4.534956347,3.816190024,5.166995282,3.098095168,5.334720154,5.170673962,9.152188938,6.924407181,9.245385555,6.209925597,4.455292527,2.942796144,5.418958998,4.781434504,8.597252615,5.585921424,4.78049793,4.701913761,7.72255694,6.602604434,6.84996483,8.033162766,11.46115756,83983.05473,31907412579,0,0,0,0,0,0,0,0,0,0,0,0,3250,99.7,0.605581,0,0
Mau,207.9376522,0,0,0,140.0784942,358.3370513,283.1711435,237.0747028,124.2306906,100.6594661,56.29856559,28.50895627,18.25801577,21.52360439,12.48878866,11.08145273,10.24301027,2.440234053,12.10991714,8.242387653,3.784891112,4.430453897,3.198855487,3.787224867,4.592561505,2.175467344,3.111201625,0.727575472,2.176371694,3.223846714,1.531268921,0.806157861,2.176020237,0.805878299,1.45108415,0,0,1.620906549,1.621058151,0.725341904,2.175917353,1.620810954,1.611921909,2.337320979,0.806043682,0,0.805878299,1.701464014,0.805878299,1.611925029,1.531374763,0.725439313,1.531380202,1.450683809,0.725390622,0,0,0,0,0,0,0,0,0,62958.2382,11920106924,0.232424639,0.187721259,0,0,0,0.232449141,0,7.737419704,0,0,13.4,4.040689456,1640,23.2,0.419882858,0,1.842916331
Mayurbhanj,8896.660578,0,0,0,19.57519505,911.4608366,270.4880655,86.02105827,43.78573157,26.39460531,24.72311713,11.46695462,16.44563499,11.98707244,9.735714666,10.55974792,7.890192977,7.321524195,6.064383929,4.068895359,3.072472462,1.57669299,4.739110088,5.653174657,3.903251424,2.40599794,1.751935215,0,3.983999826,0.830937814,3.901332167,3.07050168,0.746077676,1.495305272,3.247855518,0.830937814,0,0,1.495429813,0,0.830699531,1.578377813,1.57854847,0,0,0,0,0.747717249,2.32640667,2.24331772,0,0.830748234,0.923053594,0,0.830748234,0.830796943,2.326319075,0,0.74775876,0.747717249,0,0,0,0,9630.79532,10872244379,2.174409307,0,603,0,257,1240,4.060911216,7.406442163,2330,27.4,5.467125388,4.118870771,2030,4.429973955,3900,0,2.808458748
Medak,18.06416947,0,0,0,139.6372617,484.9307313,1036.077436,1379.917705,1595.698937,1267.285528,982.2960048,683.5170704,373.2019789,263.9904124,243.4269734,166.7668872,138.0229318,129.6530538,99.20394207,88.47124062,79.24621009,50.34341286,53.91316859,33.13864968,29.28334755,30.85464876,27.85482125,30.43398192,24.16883511,17.04033679,16.22601697,21.92162675,17.3195428,18.95650144,13.21206747,8.811832253,9.808905054,9.719491436,14.60862389,11.92649191,7.425407752,9.656665186,4.069546191,5.989743354,4.880450721,6.484954763,9.052213706,6.663275338,5.544494622,5.21906698,5.303720576,5.632873135,9.457161863,5.547483856,1.716119421,6.405012045,5.633027956,3.227177331,9.546485692,6.040681691,5.070996678,3.284243107,14.99991573,5.154566472,100379.2489,1.04E+11,70.5,0,0,0,1.584898723,43.2,6.825273177,1.229706906,49.6,3.216887749,0.227581921,15.2,8160,118,1290,0,4.089588219
Meerut,705.5440864,0,0,0,65.93526439,317.76212,362.1699636,265.2130648,167.8271259,110.7064641,53.05970517,41.82887542,38.43517572,33.28313924,23.90854366,21.48607843,16.08828939,22.53180604,12.26774004,15.37641938,15.74944541,18.41992417,12.47476787,3.368599181,9.876360246,4.971635112,13.23834336,13.25928468,6.288265837,5.493785389,7.466527938,6.037543883,8.559810314,8.001335612,5.183686022,2.901116294,3.938176691,3.833953654,3.852274836,5.343882536,3.853546518,5.17765087,3.606417487,3.059262732,5.176842291,4.31234717,5.421761776,4.637054638,2.980690674,4.471699855,5.971504471,6.207306383,3.852941014,2.195673576,6.667286634,5.341507192,5.962985068,5.647737507,9.116133847,7.295936388,10.67767297,9.580672014,17.81662206,42.25029659,87779.07086,26327085849,0,0,0,0,0,1.718151329,0.226496945,12,0.182729702,0,1.645323951,0.645415481,2360,176,61.7,0,0
Mewat,85.42851503,0,0,0,2.216476433,171.5324414,270.4838571,184.180858,154.0743256,75.30205369,56.74536359,39.66309521,45.51494659,35.02569629,33.43943997,45.6111425,33.35557643,24.04945784,31.60070252,36.42563814,27.32689475,19.97870796,11.58700727,13.21514647,9.047694335,5.268351763,3.667921459,5.927465602,11.16822372,4.272201433,4.864435899,2.686458858,4.979476025,1.317096008,2.54050665,1.171772338,2.658265099,0.700260987,2.2123215,0.886425846,1.663773076,0.85189672,1.344108871,0.724951853,0,0,0.118625626,0.035214047,0.231819354,0,0,0.790133643,0.589434938,0,0.317470884,0,0,0,0,0.174836684,0.054258245,0,0,0,88302.75075,14724499964,0,0,0,0,0,0,0.46617031,0.228387606,0.421382224,0,0.193478377,0,1450,11,0,0,0
Mirzapur,3238.489876,0,0,0,417.3864686,375.4346202,137.8358016,68.08066039,51.85421469,23.89880091,22.55297529,14.60729905,18.34426334,13.22930002,8.429295351,3.966027365,9.367750213,8.128760299,8.436223955,3.40507259,9.558733307,3.265681472,4.450451448,3.395013466,4.065812249,1.823255911,5.444131333,4.065590752,2.190178995,4.786413429,2.353026084,1.622855652,3.812924223,3.001237191,2.272541704,3.731447984,0.729994852,1.54164948,1.460425667,3.651087955,2.271431425,1.460425544,0.811321436,0.730042181,0.811265994,0.811157979,0,0,1.54141091,1.631448841,1.541347271,1.460378584,3.172701549,0,0.811210527,0,0,1.541355469,0.811265994,1.541355469,0.730089475,0,0,0,19749.37443,9874372155,12.2,0,0,0,2.312340175,0.180934614,3.657104832,45.4,185,0,94.7,0.406653911,4020,36.4,104,0,6.347740362
Moga,0,0,0,0,0,5.559022519,19.02428779,65.48478156,146.0742168,305.0020634,345.9023085,324.4733062,223.5469034,183.9070304,157.2652766,130.0148931,90.81763952,62.65166024,50.21262874,45.1498665,25.69571612,21.83078158,16.94447893,13.19442913,10.64458201,10.52457916,9.884815304,9.41561039,4.577216141,2.159426021,3.626891358,5.933746277,4.394952523,3.01812798,0.694324538,2.321826624,3.699156313,3.091481483,1.38718401,1.38771022,2.929959146,0.694324538,2.24248617,2.397029674,2.158316271,0.693264647,0.693264647,1.38700611,0.770626025,3.013078998,2.23450338,0.770361188,0.770491875,0.770361188,0.77055895,0.770428311,2.157189354,0.770361188,3.176135124,0.770361188,2.157387117,1.386828167,2.157262834,1.463870998,112450.0508,30809841040,0,0,0,0,0,0,0,0.376693393,0,0,0.222582461,0,2320,22.6,0,0,0
Mokokchung,1361.995078,0,0,0,142.8973873,52.65806604,13.94238825,13.08404499,8.428691787,3.945688072,5.14137992,2.972496297,0.803349189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6699.854164,1206814699,0,0,1420,0,0.365868932,30.9,0.231902118,0,127,1.017337815,0.187451735,0,1.472404275,1.615564646,20.9,0,0
Mon,1756.502377,0,0,0,31.93030686,28.57358068,18.09178133,4.801611918,1.521275839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2052.708731,424921309,0,0,1390,0,1.212753302,95.9,0.18682699,0,262,2.867700758,0,0.799291615,3.468682312,0,79.9,0,0
Moradabad,1544.698861,0,0,0,410.6802694,587.1343922,248.9001897,142.0236713,108.8247817,77.47095559,47.28199445,44.48765368,31.20243851,28.70960861,30.12320753,22.35814926,17.01459403,15.02620986,14.45087229,11.11450901,12.19760271,16.52337449,9.045694714,9.073315735,6.964646999,7.228819817,8.347260153,7.896705393,6.679737205,7.39677793,5.267100537,9.56399776,4.88554628,5.624705286,3.77302189,6.76235639,6.142045345,2.36984259,4.399583258,5.272172318,6.631353713,3.84283101,2.260298439,3.848971265,6.798842327,5.115874694,3.942861608,0.707058606,1.493032376,3.075657484,2.200974926,3.728036139,6.06669245,4.405487058,2.907586002,3.079718565,3.067531822,2.454276759,3.065774309,2.82801317,6.914148529,4.477807105,4.32011789,11.16387016,51219.74898,21261628935,0,0,0,0,0,0,0,0,0,0,0.226997283,0,3290,145,195,0,0
Morena,4112.539856,0,0,1.526201209,155.2555668,261.6230854,89.85479901,54.30577926,36.51115454,28.97260566,27.77185696,21.78783847,19.40446402,16.5484588,15.17756386,15.21918123,11.2948112,7.164102785,13.0640692,6.806028466,11.20351744,6.645478115,11.17903392,6.79578826,4.421132524,5.691572278,2.416554877,3.774888747,5.39536543,1.140523943,3.050524943,0.810432631,0.72194059,1.524105369,0,1.796350908,1.44428966,0.722045505,0.72214483,2.32634631,0.722045505,0.72189087,1.60448418,0.72194059,0.802214499,0,0.802327969,0,0.722095172,0,1.524096801,2.415717398,0.722095172,1.524213373,0,1.613290033,0,1.524260004,0,0.722045505,0.722045505,1.604428998,0,0,14730.72279,8232816686,0,0,0,0,0.77792646,1.346148741,2.811524638,373,173,0,364,0,4010,27.3,29.3,0,0.043907199
Muktsar,0,0,0,0,0,3.234307694,19.18687385,84.93811509,218.6226512,328.1817526,360.2448557,379.0230176,306.5022288,217.0222651,167.1322722,110.7249782,65.79092378,55.1148854,44.08249782,32.96404324,27.46585874,21.38957844,16.34877929,12.56961018,7.575905814,8.994875535,4.181368658,3.019674828,8.305042475,3.564074136,2.864514612,4.338859314,6.154003596,5.036782197,2.244203352,5.972887054,1.395419326,3.640353815,2.868256245,1.468768374,3.719827354,5.191936586,3.499716927,1.548464729,4.870331898,3.790714873,3.031962569,3.114343047,1.473139802,2.941704455,1.514720617,3.640116407,2.327530864,3.721471199,1.475863468,3.115513784,3.792908569,0,2.16915102,2.939878404,2.950399584,1.470990445,0,0,112278.6743,33979815020,0,0,0,0,0,0,0,1.354552433,0,0,0,0,2570,37.3,0.687355272,0,0
Mumbai,0,0,0,0,0,0,0,0.112999534,0,0.65368299,0,0.397699455,0,0.828875403,0.866486744,0.251708342,0.847109689,0,0.583156979,0,0.474503724,1.59573483,0.762360829,0.065254735,0.135046876,0,1.611142351,0.876597577,1.357812536,0.769816246,0.812440684,0,2.050305882,3.494850635,1.524058137,2.54034107,3.338958873,1.476603878,1.850295011,3.34687082,0.846781251,1.608903381,0,0.762065104,2.001730232,3.672278364,2.076456285,0.013503179,1.680044264,1.579446652,0.1681358,0.846945615,1.524094172,1.608797821,3.263440475,0.846863457,3.247259889,2.20333055,0.762213103,2.957138853,5.545240932,4.200167281,11.38501048,63.83254004,497630.2225,7895321100,87.3,0,0,0,0,0,0,0.413930497,0.414071966,0,1.704279607,2.621107969,1.482706456,50.1,0,0,5.207685451
Mumbai Suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3001493,0.14570606,0,0.293773952,0.612306784,0,1.521398971,0.35457844,1.900237174,1.766941619,1.496145726,2.181476084,2.348926767,3.201553037,2.590913697,3.057929096,1.785998249,2.164103251,2.126585264,1.541276396,1.771546647,3.872954989,1.311302353,3.487750032,3.289099604,3.402180204,4.199588367,2.032014053,5.878020084,4.699065041,4.280446748,5.317161001,2.932555311,5.379592395,4.155555368,3.83430585,7.776644465,8.06155914,4.309756029,7.072645051,9.187432583,5.583480531,8.303308067,11.36805387,22.81783014,24.34082319,254.5728663,540282.905,26021031113,54.9,0,0.203808194,0,1.803727124,15.6,3.326324841,2.132868595,39.1,1.681946285,4.560944559,40.5,43.7,230,12.1,0,3.200184362
Munger,1198.98024,0,0,0,8.355087326,72.80759259,35.01083043,15.65039759,10.80834509,9.167862736,11.20647175,3.506111163,5.145162674,1.486120955,4.625857149,4.148840084,4.697732881,2.348821168,3.896047475,4.162737816,3.051418255,4.416556166,3.806652568,3.077418146,1.538841208,3.077386921,1.457932025,2.26746414,3.078200368,1.538740433,2.438976,0.899654043,2.348873921,0.728770131,0.809688639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15044.48511,2388968305,5.630785346,0,0,0,36.5,75.6,3.5149905,49.3,123,0.234494504,45.2,0.490117143,955,54.1,57.4,0,24.4
Murshidabad,1641.97481,0,0,0,52.51434852,1412.42999,905.2749213,448.4085043,211.2248778,124.0743617,77.27467011,58.65047706,43.327149,30.93241384,34.79702917,24.4838407,17.44012901,18.73911939,14.46055712,24.20603885,15.27291231,10.04652877,14.62837221,10.7821031,6.749356092,11.86637548,10.61564515,7.940765045,7.674471853,7.103287935,5.482473027,3.749412719,6.298366934,3.839921898,9.393156895,3.099250206,4.738265669,3.189038521,4.004376,6.301090034,1.553950639,3.26943452,5.224492028,0.734558326,0,4.006946395,3.287581189,4.655172251,2.36380413,0,0.817850518,4.000064996,0.732270595,0.736110879,3.931082193,3.182364635,2.462526257,0,2.290026862,0.817900977,0,0,0,0,50172.52241,29480126542,26.4,0,0,0,0,0.461906027,1.644223743,34.5,1.12305908,0,43.6,14.9,4970,157,62.1,0.058216943,22.1
Muzaffarnagar,790.6191076,0,0,0,209.2434167,1052.78309,543.7393915,309.6879672,259.6897453,193.8890219,118.2611496,89.01313586,65.59953085,44.77640829,29.66141758,31.95943965,21.59541914,17.82176661,27.60112919,14.55230878,8.210993297,12.58661696,11.10266502,10.09683208,16.50208687,6.026516631,5.868143259,9.079363415,8.990046271,11.63980208,13.76696133,6.639670049,5.780509928,3.047143536,5.780855765,6.72765383,9.535367628,3.837622542,5.156589121,3.74931123,3.056174223,2.438171732,2.186873208,3.670955833,1.405604505,3.681486756,3.593401937,4.45285103,4.45144162,1.564600195,3.046078415,1.735803604,3.045772992,3.834774105,0.781016871,2.264604191,1.561718609,1.483397728,2.811660609,2.186631044,4.451207027,3.218937896,6.637397737,1.405549872,62868.59693,29364835603,0,0,0,0,0,2.978935493,0,9.916435982,0,0,1.963300831,0.659521963,3740,152,144,0,0
Muzaffarpur,2111.095342,0,0,0,3.953722142,493.0818923,219.9232771,91.44845059,44.60513653,23.53731328,21.39550667,18.06760249,6.114720106,6.758032509,10.88203983,5.149833798,8.368839248,4.505425443,8.611667137,7.733623481,2.422615771,3.95108995,3.701314688,7.340192633,6.686959951,0.724282937,2.252583049,2.977872003,2.173502118,3.942219763,3.136815566,4.587299559,2.896269398,2.25344495,1.448363689,2.422198765,0.724435409,1.699229092,2.333365697,2.253477111,3.227819865,3.05807186,0.724484391,2.253261533,0,2.333814396,0,0.724435409,2.42298174,0.804928232,1.529139745,0.804758818,0.724435409,1.618383955,2.333975449,2.333625557,0,2.253338578,0.724282937,2.423405535,2.977651179,1.448565873,2.333904053,0,27810.94389,9899963341,0,0,0,0,0,0,0,3.337597277,0.232294809,0,2.380354826,0,3120,40.6,16.8,0,0.232310664
Mysore,726.9541212,0,0,0,203.4606947,845.3389952,1002.783667,918.5398055,663.8316016,446.0274776,313.5545374,193.632818,136.8080825,109.2874405,73.70337511,62.90690508,53.44838315,54.644707,43.28044745,39.84480958,29.40624741,23.41314424,19.20946057,23.13681441,6.246076135,14.10063956,11.55779269,9.609958656,12.00098456,8.286431139,11.63385806,8.694953244,9.645578053,6.837840219,5.95394539,8.876535537,4.283202491,8.226209057,5.865871489,3.320947573,3.123196895,6.555452315,5.097847098,7.430105871,5.166017322,7.517358028,5.67355844,4.020412221,3.408958431,4.204462262,4.292904135,4.219658168,3.418559097,2.554003668,0.787975388,10.92696415,0.786525952,8.45335009,4.894685189,7.849693253,6.889773033,14.17809414,42.07495907,25.62444394,87876.24139,57058930220,37.3,0,10.4,0,0.835908967,275,11.9,0.223291251,657,45.4,11.6,42.8,3300,85.3,1830,0,3.195933027
Nabarangapur,5005.255167,0,0,0,37.86332707,105.8302954,47.35883054,19.73315568,14.65545994,9.437591776,8.625474394,9.99057461,5.896177931,4.552076708,3.812722651,3.953847103,5.753430985,0,0.760794979,0.845241982,2.366870695,0.845284869,0.760868042,1.521663021,1.606240459,0.760794979,2.545321803,0,0,0.760831523,1.606163338,0.845327754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3896.598672,2202676617,14,0,0.637521163,0,23.1,115,0.844535566,1.347964771,1500,29.9,5.370108762,2.204640783,2500,4.364299106,1100,0.187848106,5.077745022
Nadia,608.8530494,0,0,0,16.82079636,884.2663207,623.3575201,367.9944267,294.4746918,226.7825106,154.512534,122.0714286,78.53150968,53.66982851,58.20721334,46.58720723,40.47680726,24.25172186,27.42000947,23.74792382,18.17271251,21.7785982,12.72495711,9.977435485,10.370366,6.389670037,13.16377631,11.58061228,10.78119796,11.02535012,9.398292756,5.137430491,8.081914072,7.176089358,3.210203655,6.619779514,6.183603684,6.249883248,4.867402468,3.043295235,4.678111623,3.211547001,3.124256931,7.091772474,2.195606608,4.696616685,1.658565713,2.304681398,3.137336448,3.787807271,1.311948312,1.63682819,1.563424348,6.342725846,2.969118167,1.473233255,1.55441469,4.008784087,3.880400975,3.689312481,2.205579795,6.697449795,7.51869163,0,75613.5036,32455283770,0,0,0,0,0,0.374135977,0,6.408372366,0.662592462,0,6.918960905,1.345452335,3790,79.9,37.4,0,0.529522259
Nagaon,2078.320183,0,0,0,534.8556162,722.7538401,307.7063968,136.313985,51.64215333,24.7163781,26.44151065,16.91673699,9.736966337,9.657949061,11.680719,6.203394974,6.132395616,5.024283667,5.39551354,3.148100766,2.337692136,3.867578761,2.975594518,3.14398894,3.059914597,2.256774056,3.132778151,2.341786799,0.722811076,0.722964867,0.722964867,0.722860515,0.803123418,0.803236342,1.445622152,3.052356021,0,0.722964867,0,0,1.526038864,1.695721166,0.722860515,0,0.803236342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25802.82948,11535950657,3.52492533,0,308,0,0.666414796,87.8,0.917495621,11.4,441,13.6,17.5,42.8,2440,24.1,600,0,4.211675758
Nagappattinam,93.718123,0,0,0,59.60263548,141.5001279,268.6551976,372.9265108,406.2212867,331.8288778,171.6122134,134.4101121,85.37652778,78.52026521,60.94408125,52.98329615,23.93287894,23.64008854,16.93703249,11.56431024,13.17127283,13.49201997,12.66295404,12.39156744,6.408686304,7.635903449,5.795096736,4.887393128,4.828586569,9.710205427,3.893701499,5.451848651,8.264197136,7.709586304,5.746748293,3.253048215,2.601756365,1.765078903,0.877771934,3.400946606,2.135115558,2.792667009,0.878636373,0.877699717,4.782897451,1.580595943,0,3.276948041,0.789929745,0.789929745,0,0.24555305,0,0.223275412,0,0,0,0,0,0,0,0,0,0,94222.03265,24006336572,45.7,0,0.23436106,0,7.418181768,8.784505744,7.343380688,53.1,12.2,1.878211483,58.1,4.740466798,2130,36.1,88.7,0.409064702,28.3
Nagaur,6057.609541,0,0,5.263560907,1747.433858,4181.52186,1940.46704,1044.461554,655.896002,512.6359975,393.5745877,244.8867695,143.1598472,96.82820903,75.45690963,66.58062895,57.54250918,36.44295501,20.63100575,25.71871288,26.58617762,22.45584338,21.23666707,18.437708,14.29423346,21.4294031,14.39573819,11.42469434,14.66886206,21.00280263,10.45366691,9.89052351,8.097124589,6.956651733,3.759220036,10.22228163,8.144260456,8.74991084,5.235573321,4.548229726,6.874040998,9.275924952,3.496694026,5.433706688,4.463593702,0.714887473,5.443511446,5.910968473,3.111746781,5.429363091,5.434752164,5.256221201,3.678991355,1.517116809,1.516010414,1.591518253,4.003348041,3.111924744,2.234531525,2.872589757,3.113019232,1.684572021,2.951283788,0.717635417,41320.59323,82260542135,2.052612386,0,0,0,0,0.409670343,0.239644025,3230,0,0,364,0,13800,117,48.4,0,130
Nagpur,2227.453307,0,0,0,1197.853818,2179.348119,1151.438363,683.3911075,435.3847603,311.0397767,218.309686,154.7662984,129.4752834,94.82266482,76.21420992,61.02200761,51.47309834,55.28988767,48.06492811,47.80548927,35.20260336,36.53441364,22.98706455,27.61608992,22.89440729,19.81616607,27.00452313,32.8629751,17.81791454,22.58221015,18.97165362,18.87455704,7.282407805,16.71586025,15.30993133,9.359541426,15.0360991,18.20841383,14.74099577,12.03599777,11.78414633,4.934830225,13.54458188,13.05279437,10.54646167,7.101051781,9.270475357,8.203420137,12.61631653,12.03975666,13.2879373,11.37520012,9.534694947,5.345737102,5.512955688,8.610567415,9.626280993,12.69832719,9.357216129,14.63802068,16.98443922,22.14438804,31.1824942,115.609594,73796.99377,78931767467,33.2,0.407334514,0.417517158,0,64.9,829,25.8,0.418098096,1270,3.428178066,2.482438836,23.9,5440,198,2030,0,8.700407874
